Gender,Age,Years of experience,Are you proud employee of your company ?,Do you recommend your friends and family to this company?,Do you understand how your performance is measured?,Do you feel that your contribution towards company goal is valued ?,Teamwork and Cooperation,Appraisal,Leadership,Learning and Development,Compensation and  Rewards [This company finds a ways other than pay to reward excellent performance],"Compensation and  Rewards [When people work extra hard to meet our goals, they are rewarded accordingly]","Compensation and  Rewards [In this company, excellent financial results translates into better pay for the employees]",Benefits [I understand my benefits plan ],Benefits [I am satisfied with my benefits plan],Benefits [I am satisfied with the office perks I am granted],Work Environment [The company work environment is safe and comfortable],Work Environment [The company encourages and supports healthy work life balance],Work Environment [I feel welcome at company events and social interaction],Is your company thoughtful for work life balance ?,Do you feel that our company takes adequate action to promote employee wellness?,Do you see a path to advance your career in our company?,Do you think that work is distributed evenly across your team?,Do you enjoy our company’s culture?
Male,25 - 29,below 3 years,5,5,5,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my professional goal has been stocked in this company,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,No,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,4,5,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",My efforts towards the company goal is not appreciated,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Disagree,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Maybe,Yes,Yes,Yes,Yes
Female,25 - 29,below 3 years,5,5,5,2,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal along with timely rewards,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Neutral,Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Maybe,No,Yes
Male,25 - 29,3 - 5 years,4,5,2,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Yes
Female,25 - 29,below 3 years,5,5,3,5,Team Collaboration lacks in my team,My efforts towards the company goal is not appreciated,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,Yes,Yes,Yes,Maybe
Male,25 - 29,below 3 years,4,5,4,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Female,25 - 29,below 3 years,5,2,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Agree,Yes,Yes,Yes,No,Yes
Female,25 - 29,3 - 5 years,3,5,3,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Male,25 - 29,below 3 years,1,4,3,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Neutral,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,below 3 years,4,5,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I have adequate opportunities for professional growth in this organization,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,30 - 39,below 3 years,4,2,3,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Female,25 - 29,below 3 years,4,5,3,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Neutral,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Yes
Female,25 - 29,3 - 5 years,5,5,3,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my professional goal has been stocked in this company,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Female,25 - 29,below 3 years,5,5,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Agree,Strongly Disagree,Agree,Agree,Neutral,Agree,Strongly Agree,Neutral,Strongly Agree,Maybe,Yes,Yes,Yes,Yes
Male,25 - 29,below 3 years,4,4,4,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Yes
Male,25 - 29,3 - 5 years,4,5,5,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,5,4,3,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Yes,No,Yes,Yes,Maybe
Female,25 - 29,3 - 5 years,5,5,5,4,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Strongly Disagree,Disagree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,No
Male,25 - 29,below 3 years,5,5,4,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,1,5,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Maybe,Maybe,Yes
Male,25 - 29,below 3 years,5,2,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Maybe,Yes,No,Yes,Yes
Male,25 - 29,below 3 years,5,4,3,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Agree,Neutral,Strongly Disagree,Agree,Agree,Neutral,Agree,Disagree,Strongly Agree,Yes,No,Maybe,Yes,Yes
Female,25 - 29,5 - 9 years,5,5,5,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Disagree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,No,Yes,Yes
Male,30 - 39,below 3 years,2,5,3,4,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Yes
Male,25 - 29,5 - 9 years,3,2,4,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Maybe,Maybe,Yes,Yes
Female,25 - 29,below 3 years,4,5,5,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal along with timely rewards,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,5,5,4,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,No
Male,25 - 29,3 - 5 years,5,5,4,4,Team Collaboration lacks in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Male,25 - 29,below 3 years,5,5,3,4,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Yes,Yes,Maybe,Yes,Yes
Male,Less than 25,below 3 years,5,5,4,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Female,25 - 29,below 3 years,5,5,4,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Yes,Yes,Yes,No,Yes
Male,25 - 29,below 3 years,5,5,3,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,No,Maybe,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,5,4,4,2,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal along with timely rewards,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Strongly Disagree,Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Male,30 - 39,below 3 years,4,5,4,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Yes,Yes,Maybe,No,Maybe
Male,25 - 29,3 - 5 years,5,4,5,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes,Yes,Yes,Yes
Female,25 - 29,below 3 years,5,5,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Yes,Yes,Maybe,No,Yes
Male,25 - 29,5 - 9 years,1,5,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Strongly Disagree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Yes,Yes,Yes,No,Yes
Male,25 - 29,5 - 9 years,4,4,5,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,1,5,5,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,No
Female,Less than 25,below 3 years,5,4,3,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Yes,Yes,Yes,No,Maybe
Male,25 - 29,below 3 years,4,5,5,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Disagree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Yes
Female,25 - 29,3 - 5 years,4,5,5,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Female,Less than 25,below 3 years,4,4,5,2,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Female,25 - 29,below 3 years,5,5,4,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Yes,Maybe,Yes,Yes,Yes
Male,Less than 25,3 - 5 years,4,2,4,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,5,5,3,3,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,5,5,4,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Maybe
Female,25 - 29,3 - 5 years,5,4,3,2,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Yes,Yes,Yes
Female,25 - 29,3 - 5 years,5,4,3,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my professional goal has been stocked in this company,Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Female,25 - 29,3 - 5 years,4,4,4,2,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Yes,Yes,Yes,Yes,Yes
Female,25 - 29,below 3 years,5,5,5,2,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,No,Yes,Yes
Male,25 - 29,below 3 years,5,4,5,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,Maybe,Yes,Yes,Yes
Male,Less than 25,3 - 5 years,2,5,4,3,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Agree,Yes,Yes,Yes,Yes,Yes
Female,Less than 25,below 3 years,5,5,3,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,4,4,3,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Male,25 - 29,below 3 years,5,5,5,4,Team Collaboration lacks in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Yes,Yes,No,Yes,Yes
Female,25 - 29,3 - 5 years,5,4,5,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,No
Male,Less than 25,below 3 years,3,4,4,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Agree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Neutral,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,below 3 years,5,5,3,5,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,5 - 9 years,3,5,4,4,Team Collaboration lacks in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Strongly Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Agree,Yes,Yes,Yes,Yes,No
Male,25 - 29,3 - 5 years,4,5,3,4,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,below 3 years,4,5,3,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I have adequate opportunities for professional growth in this organization,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Yes,Yes,Yes,Yes,Yes
Male,Less than 25,3 - 5 years,5,5,5,4,Team Collaboration lacks in my team,My efforts towards the company goal is not appreciated,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,No,Yes
Female,25 - 29,below 3 years,4,5,5,2,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,3,5,5,2,Team Collaboration lacks in my team,Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Male,25 - 29,3 - 5 years,5,5,4,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Female,25 - 29,5 - 9 years,4,4,2,5,Team Collaboration lacks in my team,I am rewarded for the dedication and commitment towards the work,I am not able to share my mistakes and I am blamed for the mistake by my supervisor,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Agree,Strongly Agree,No,Yes,Yes,Yes,Yes
Male,25 - 29,3 - 5 years,5,5,5,5,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Yes,Yes,Yes
Female,25 - 29,3 - 5 years,4,5,5,5,Spirit teamwork and cooperation exist in my team,My efforts towards the company goal is not appreciated,My supervisor provides me with actionable suggestions on what I can do to improve,I have adequate opportunities for professional growth in this organization,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No,Yes,Yes,Yes
Male,25 - 29,below 3 years,4,5,3,4,"Able to easily work together, share knowledge, and cooperate within and across teams.",I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Maybe,Yes,Yes,Yes,Yes
Male,25 - 29,5 - 9 years,4,5,4,2,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Yes,Yes
Male,Less than 25,below 3 years,4,2,5,4,Spirit teamwork and cooperation exist in my team,Timely appraisal is done for the work we contribute,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Agree,Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Yes,Yes,Yes,Yes,Yes
Male,25 - 29,below 3 years,2,5,3,5,Spirit teamwork and cooperation exist in my team,I am rewarded for the dedication and commitment towards the work,My opinions are heard and valued by my superiors,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,Yes,Maybe,Maybe,Yes
Male,30 - 39,3 - 5 years,2,5,5,3,"Able to easily work together, share knowledge, and cooperate within and across teams.",Timely appraisal is done for the work we contribute,My supervisor provides me with actionable suggestions on what I can do to improve,I find my work meaningful and challenging and provides me the opportunity to learn new things,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Agree,Yes,Yes,Yes,Yes,Yes
